username,mac_address,ip_address
dkaserp5,DA-9D-6A-6F-99-A2,206.161.254.221
nrappportp6,40-07-91-00-95-A2,9.95.135.68
gbrientp7,6B-3A-0E-A4-BA-EB,199.119.226.212
qmcvaughp8,1E-64-B2-39-C3-B9,55.202.1.187
nrooperp9,94-40-E9-97-81-70,22.34.185.60
dcejkapa,41-60-5B-17-3B-53,43.62.230.214
nkopferpb,60-1E-CB-1E-2C-7B,231.33.8.243
phabbespc,D5-51-EC-AC-CD-AD,170.225.68.117
pbazelypd,F9-8B-E1-E4-A3-18,85.31.68.39
cjanacekpe,CB-AC-6E-DC-20-BA,138.200.11.152
gfairlawpf,8D-DA-DF-F4-D0-53,50.151.113.177
ngrigorkinpg,8F-EB-B9-82-AF-97,197.70.127.145
hthemannph,20-C6-28-7A-79-29,149.87.131.240
rbuxceypi,07-7A-F9-55-4F-F7,172.234.105.128
kphippardpj,23-A7-75-9C-AC-65,125.129.247.40
jbeardmorepk,56-89-3F-BF-79-21,49.176.224.136
nscusepl,70-E2-E3-09-19-31,88.136.26.109
arenzinipm,06-2E-CA-A1-62-6F,251.229.86.111
kciraldopn,F2-19-C1-1C-07-62,19.42.212.236
bgriffeypo,F7-05-0C-04-BB-D1,33.144.8.14
smcavaddypp,6E-F6-56-0D-75-BA,26.175.246.112
kgoslingpq,86-26-61-1A-D5-02,134.84.76.3
nlackeyepr,EF-7E-75-9F-75-D7,76.103.128.129
gkortingps,40-5B-D9-3F-96-10,156.242.142.185
glawlandpt,33-04-17-9C-B8-18,155.25.198.1
rcosserpu,8C-0E-D6-04-EF-3B,64.125.141.209
ominihanepv,2E-48-35-DB-E4-3C,209.99.74.151
zchristolpw,CB-DA-B3-40-BF-48,183.54.103.101
cruggenpx,F7-A9-2A-36-69-02,101.225.13.62
lvanveldepy,90-85-D3-12-01-A9,1.191.235.225
bcaldicotpz,D2-24-A6-45-F7-EC,132.210.58.125
fsummerrellq0,67-98-FB-81-39-B3,151.221.4.141
emalcherq1,8E-98-82-75-CB-61,144.77.235.89
ofairebrotherq2,7E-8B-75-FC-03-A7,21.96.149.208
fjakolevitchq3,98-E5-B3-6E-EC-F2,64.139.0.28
bleadstonq4,8C-B1-CB-6C-71-9D,216.214.174.82
aanshellq5,8A-C4-74-29-AD-DD,223.235.190.58
tinkpenq6,8F-B9-57-26-12-FE,231.75.15.161
wbuseq7,53-30-98-74-B4-D0,139.113.162.237
alastyq8,9D-6C-CF-FB-19-EF,56.153.160.98
lphelpsq9,0C-B9-74-82-9F-D6,113.225.197.65
blodevickqa,45-1D-DE-71-DA-27,151.153.135.79
cnewtownqb,7A-3A-62-AB-98-E9,185.102.219.69
abrowseqc,BE-90-97-6F-1B-1E,98.246.185.43
aborrelqd,E7-63-54-10-60-30,217.232.11.211
bdimelowqe,A4-95-C2-C5-23-06,74.128.147.20
oboogqf,EC-B1-77-64-6D-75,189.52.46.229
scescotqg,12-EE-18-D8-71-AE,64.53.51.22
kklimentovqh,DC-7B-32-E5-69-5C,32.234.164.92
mknightqi,CA-4A-B9-A5-DD-9B,108.57.201.96
acomoqj,85-80-5C-D5-67-D0,220.67.116.163
bgateleyqk,F1-A2-E5-7C-1B-D9,181.92.194.228
smcimmieql,2D-46-16-70-D4-72,54.94.242.90
bforstqm,46-B7-1E-37-03-EB,138.155.226.140
wpigdonqn,D5-61-6B-37-7E-06,192.174.45.66
natcockqo,BE-0C-28-97-74-CC,235.138.131.105
sjouhanqp,BE-47-22-22-45-10,213.213.39.114
rdeathridgeqq,34-A4-A8-2D-F0-42,72.27.169.166
jmulqueenyqr,32-88-BC-0D-67-C6,233.50.100.142
scornewqs,CE-29-E6-89-31-C8,190.139.232.100
fhulattqt,C1-61-3B-0D-11-A5,174.60.130.88
zkhrishtafovichqu,33-0B-B2-74-5F-4D,35.235.233.98
rseearqv,8A-79-09-79-B0-EF,120.140.10.247
lybarraqw,81-FA-9A-11-F8-49,49.232.111.88
hespinosqx,77-56-AE-EE-EC-94,150.33.200.180
agrangerqy,A1-02-73-58-B7-35,79.227.176.82
mblaisqz,C7-79-B7-AB-67-9A,238.173.219.157
kjandar0,16-1A-FF-58-CC-8E,156.199.123.4
spextonr1,26-1D-A4-1E-68-5D,188.189.88.126
droor2,65-1D-B6-8C-19-2E,8.185.204.229
bneevesr3,9E-99-90-A7-01-58,81.120.47.176
mludlammer4,26-35-C0-D3-35-EE,164.211.95.247
glafontainer5,4B-28-DB-45-AE-F1,58.248.148.228
hbattertonr6,CB-B7-AF-62-DC-A2,106.233.105.107
gmawdr7,E5-B4-28-2E-84-17,215.176.161.17
adiiorior8,82-2A-45-4B-2E-EF,218.181.91.45
agrimstonr9,C6-60-5E-95-1B-86,230.86.37.177
hlinnittra,98-74-B8-0B-02-DE,119.94.91.22
dkarbyrb,C5-36-E5-79-B2-39,194.248.219.117
hcatonrc,38-61-CC-F6-51-0B,162.182.28.62
jrannaldrd,58-33-A5-BF-C0-0B,104.2.32.34
loldfieldcherryre,48-37-29-ED-53-0A,248.150.71.46
jtwiningrf,84-61-48-9E-48-93,179.45.230.54
dlintallrg,69-A9-82-6A-EE-DB,143.150.224.163
cswinfonrh,3C-D7-3E-0A-FF-1F,162.159.84.76
msibilleri,04-5F-91-1E-14-02,110.135.34.217
jconnellyrj,58-74-D7-78-3C-73,99.44.156.111
pgouderk,81-FD-51-BF-AA-71,33.62.203.16
dbassillrl,65-3A-4A-D2-0F-6B,86.172.16.219
aaikinrm,2B-63-5E-16-8D-BE,87.150.9.247
rstagrn,40-B4-C6-2A-18-2F,149.171.114.111
divesro,8E-BB-AC-91-F5-57,178.167.18.86
kdurramrp,9B-DC-D1-8D-AC-3D,79.11.25.4
nfreemanrq,98-53-10-9F-2C-43,150.102.241.157
dlackemannrr,1B-68-2A-11-40-C8,127.95.250.149
